Date,Building,Chilled Water (kWh),Cooling (kWh),Domestic Cold Water (m3),Electricity (kWh),Heating (kWh),Heating Water (kWh),Natural Gas (kWh)
2019-04-25,B1,,"5,032.03",4.59,"11,005.49","10,316.67",,"5,605.56"
2019-04-25,B2,,222.73,68.76,"29,383.45","31,169.47",,"2,725.00"
2019-04-25,B3,0,,121.7,"4,372.19",,"5,044.45",0
2019-04-25,B4,0,,16.1,"8,255.87",,"4,266.67",0
2019-04-25,B5,917.31,,21.63,"1,929.02",,"1,330.56",0
2019-04-25,B6,0,,4.6,"3,453.26",,"12,311.12",91.67
2019-04-26,B1,,"4,821.02",8.86,"10,681.00","10,830.56",,"5,608.34"
2019-04-26,B2,,155.33,62.99,"29,490.20","30,319.47",,"2,761.11"
2019-04-26,B3,0,,45.1,"3,542.63",,"6,061.12",0
2019-04-26,B4,0,,14.6,"6,904.04",,"4,011.11",0
2019-04-26,B5,550.97,,20.67,"1,810.13",,"1,127.78",0
2019-04-26,B6,0,,4.0,"2,670.66",,"11,769.45",72.22
2019-04-27,B1,,"4,835.67",0.83,"9,921.07","14,061.12",,"5,463.89"
2019-04-27,B2,,14.65,44.38,"25,951.89","29,052.80",,"5,769.45"
2019-04-27,B3,0,,36.3,"3,929.66",,"6,294.45",0
2019-04-27,B4,0,,1.2,"4,535.44",,"3,575.00",0
2019-04-27,B5,260.83,,17.37,"1,777.33",,"1,413.89",0
2019-04-27,B6,0,,0.7,"2,643.64",,"5,544.45",208.33
2019-04-28,B1,,"4,281.77",0.01,"10,144.57","15,716.68",,"5,369.45"
2019-04-28,B2,,29.31,31.86,"24,717.30","29,275.02",,"8,005.56"
2019-04-28,B3,0,,34.1,"4,754.22",,"9,155.56",0
2019-04-28,B4,0,,0.6,"4,927.47",,"2,700.00",0
2019-04-28,B5,231.53,,23.69,"1,702.19",,"1,200.00",0
2019-04-28,B6,0,,0.3,"3,471.16",,"6,016.67",227.78
2019-04-29,B1,,"4,440.03",6.25,"10,640.96","15,150.01",,"5,383.34"
2019-04-29,B2,,2.93,22.6,"28,577.39","31,250.03",,"5,094.45"
2019-04-29,B3,0,,45.1,"4,459.49",,"8,475.01",0
2019-04-29,B4,0,,9.2,"6,114.14",,"4,419.45",0
2019-04-29,B5,290.14,,27.15,"1,680.54",,775,0
2019-04-29,B6,0,,8.2,"3,409.39",,"11,522.23",188.89
2019-04-30,B1,,"4,601.22",7.51,"10,595.18","15,763.90",,"5,411.12"
2019-04-30,B2,,45.43,23.74,"28,995.05","33,727.80",,"5,177.78"
2019-04-30,B3,0,,44.4,"4,408.66",,"8,338.90",0
2019-04-30,B4,0,,0,"5,863.47",,"4,283.34",0
2019-04-30,B5,172.91,,10.33,"1,727.75",,925,0
2019-04-30,B6,0,,4.2,"3,587.65",,"11,147.23",200.0
2019-05-01,B1,,"4,501.57",4.68,"10,959.27","13,658.34",,"5,327.78"
2019-05-01,B2,,87.92,28.37,"27,695.21","37,469.47",,"4,302.78"
2019-05-01,B3,0,,42.2,"4,469.33",,"8,130.56",0
2019-05-01,B4,0,,0,"6,221.38",,"3,791.67",0
2019-05-01,B5,117.23,,12.25,"1,733.46",,722.22,0
2019-05-01,B6,0,,3.8,"3,605.59",,"12,908.34",138.89
2019-05-02,B1,,"4,542.60",3.05,"10,393.98","12,463.90",,"5,377.78"
2019-05-02,B2,,43.96,30.17,"27,410.86","32,338.91",,"5,877.78"
2019-05-02,B3,0,,43.7,"4,359.68",,"7,391.67",0
2019-05-02,B4,0,,10.7,"5,693.61",,"4,166.67",0
2019-05-02,B5,213.94,,14.62,"1,760.87",,563.89,0
2019-05-02,B6,0,,4.0,"3,575.32",,"10,286.12",119.44
2019-05-03,B1,,"4,703.79",1.92,"9,713.73","12,480.57",,"5,402.78"
2019-05-03,B2,,234.46,21.92,"27,237.77","30,355.58",,"6,102.78"
2019-05-03,B3,0,,41.9,"3,483.58",,"7,463.89",0
2019-05-03,B4,0,,7.3,"4,142.39",,"3,163.89",0
2019-05-03,B5,316.52,,10.82,"1,706.98",,550,0
2019-05-03,B6,11.72,,4.4,"2,654.05",,"10,925.01",91.67
2019-05-04,B1,,"4,519.16",4.83,"9,469.86","15,833.35",,"5,322.23"
2019-05-04,B2,,"2,057.36",40.75,"23,940.79","39,336.14",,"5,230.56"
2019-05-04,B3,0,,33.8,"3,482.00",,"7,352.78",0
2019-05-04,B4,0,,0.7,"3,246.53",,"1,719.45",0
2019-05-04,B5,126.02,,11.63,"1,727.45",,991.67,0
2019-05-04,B6,0,,0.2,"2,672.79",,"6,030.56",266.67
2019-05-05,B1,,"4,489.85",0.77,"10,602.16","15,019.46",,"5,297.23"
2019-05-05,B2,,"2,904.33",61.69,"23,659.34","41,636.14",,"5,736.12"
2019-05-05,B3,0,,33.6,"4,423.83",,"7,700.01",0
2019-05-05,B4,0,,0.5,"4,861.02",,"1,944.45",0
2019-05-05,B5,87.92,,11.27,"1,779.40",,"1,108.33",0
2019-05-05,B6,0,,0.3,"3,488.37",,"6,116.67",305.56
2019-05-06,B1,,"4,346.24",2.53,"10,703.72","11,169.45",,"5,358.34"
2019-05-06,B2,,"3,206.20",63.89,"27,373.57","31,938.91",,"5,025.00"
2019-05-06,B3,0,,46.4,"4,418.30",,"6,730.56",0
2019-05-06,B4,0,,13.2,"6,252.76",,"3,627.78",0
2019-05-06,B5,805.95,,12.34,"1,813.25",,766.67,0
2019-05-06,B6,0,,5.3,"3,476.67",,"4,230.56",158.33
2019-05-07,B1,,"4,607.08",2.97,"10,640.63","10,280.56",,"5,527.78"
2019-05-07,B2,,"3,056.73",51.08,"27,638.39","24,636.13",,"5,019.45"
2019-05-07,B3,0,,45.6,"4,367.32",,"6,727.78",0
2019-05-07,B4,0,,16.5,"6,466.04",,"3,783.34",0
2019-05-07,B5,489.43,,13.28,"1,799.66",,622.22,0
2019-05-07,B6,0,,5.4,"3,476.30",,"9,383.34",134.72
2019-05-08,B1,,"4,530.88",8.08,"11,060.81","9,486.12",,"5,472.23"
2019-05-08,B2,,"3,581.33",36.08,"27,614.14","24,650.02",,"3,494.45"
2019-05-08,B3,0,,46.3,"4,380.75",,"5,808.34",0
2019-05-08,B4,0,,17.2,"5,963.94",,"3,477.78",0
2019-05-08,B5,835.25,,12.57,"1,699.63",,538.89,0
2019-05-08,B6,0,,3.7,"3,454.35",,"9,405.56",111.11
2019-05-09,B1,,"4,885.49",4.32,"10,863.70","7,488.89",,"5,591.67"
2019-05-09,B2,,"3,587.19",54.91,"26,466.53","22,100.02",,"2,166.67"
2019-05-09,B3,0,,45.1,"4,173.69",,"3,852.78",0
2019-05-09,B4,0,,21.4,"5,465.56",,"2,408.34",0
2019-05-09,B5,"1,034.54",,15.02,"1,715.83",,497.22,0
2019-05-09,B6,149.47,,4.0,"3,323.33",,"9,013.90",105.56
2019-05-10,B1,,"8,683.70",6.25,"9,446.44","6,297.23",,"5,777.78"
2019-05-10,B2,,"3,886.12",22.58,"27,070.64","23,688.91",,947.22
2019-05-10,B3,0,,41.1,"3,184.91",,336.11,0
2019-05-10,B4,0,,14.1,"3,858.88",,"1,305.56",0
2019-05-10,B5,"1,093.16",,21.06,"1,691.80",,358.33,0
2019-05-10,B6,67.41,,3.8,"2,591.51",,"7,936.12",0.0
2019-05-11,B1,,"6,374.30",0.7,"9,095.87","5,375.00",,"5,794.45"
2019-05-11,B2,,"4,495.71",14.91,"23,425.33","18,341.68",,641.67
2019-05-11,B3,0,,34.1,"3,207.76",,"1,302.78",0
2019-05-11,B4,0,,0.5,"2,675.78",,691.67,0
2019-05-11,B5,"1,184.01",,12.36,"1,719.78",,286.11,0
2019-05-11,B6,158.26,,0.1,"2,548.27",,"4,463.89",58.33
2019-05-12,B1,,"6,318.61",4.85,"11,067.79","4,805.56",,"5,805.56"
2019-05-12,B2,,"4,293.49",16.66,"23,283.03","17,675.01",,258.33
2019-05-12,B3,0,,33.8,"4,117.41",,"1,591.67",0
2019-05-12,B4,0,,0.6,"5,758.10",,427.78,0
2019-05-12,B5,"1,485.87",,12.79,"1,772.61",,338.89,0
2019-05-12,B6,152.4,,4.0,"3,862.20",,"4,075.00",0.0
2019-05-13,B1,,"4,589.49",2.46,"11,337.01","5,597.23",,"5,819.45"
2019-05-13,B2,,"4,261.25",26.14,"27,890.53","22,041.68",,463.89
2019-05-13,B3,0,,46.8,"4,259.34",,"2,900.00",0
2019-05-13,B4,0,,14.7,"6,746.15",,"2,333.34",0
2019-05-13,B5,"1,356.92",,12.25,"1,795.64",,363.89,0
2019-05-13,B6,304.79,,7.9,"3,836.91",,"7,663.90",0.0
2019-05-14,B1,,"6,532.55",9.82,"11,121.72","4,863.89",,"5,830.56"
2019-05-14,B2,,"14,105.51",22.41,"28,783.12","24,230.57",,388.89
2019-05-14,B3,0,,62.5,"4,252.49",,"2,786.11",0
2019-05-14,B4,0,,18.8,"5,958.62",,"1,891.67",0
2019-05-14,B5,"1,409.67",,12.46,"1,861.79",,394.44,0
2019-05-14,B6,225.66,,4.6,"3,675.49",,"6,461.12",0.0
2019-05-15,B1,,"5,134.61",3.02,"11,682.85","6,575.01",,"5,830.56"
2019-05-15,B2,,"9,372.41",21.42,"29,175.14","28,336.13",,750
2019-05-15,B3,0,,45.2,"4,332.77",,"2,833.34",0
2019-05-15,B4,0,,17,"6,273.30",,"1,686.11",0
2019-05-15,B5,"1,333.47",,14.43,"1,829.79",,408.33,0
2019-05-15,B6,38.1,,4.4,"3,657.15",,"7,269.45",0.0
2019-05-16,B1,,"4,791.71",7.66,"11,259.78","9,991.67",,"5,650.00"
2019-05-16,B2,,"5,272.35",20.17,"28,921.05","22,433.35",,"1,197.22"
2019-05-16,B3,0,,45.4,"4,273.33",,"4,755.56",0
2019-05-16,B4,0,,15.3,"6,362.64",,"4,419.45",0
2019-05-16,B5,269.63,,13.01,"1,829.05",,658.33,0
2019-05-16,B6,0,,4.8,"3,393.51",,"8,902.78",19.44
2019-05-17,B1,,"4,756.54",2.94,"9,769.01","11,177.79",,"5,630.56"
2019-05-17,B2,,"4,656.90",15.09,"28,293.48","24,583.35",,"1,366.67"
2019-05-17,B3,0,,41.1,"3,462.68",,"6,277.78",0
2019-05-17,B4,0,,11.6,"4,578.75",,"4,383.34",0
2019-05-17,B5,319.45,,19.4,"1,757.14",,894.45,0
2019-05-17,B6,0,,3.4,"2,674.31",,"8,500.01",113.89
2019-05-18,B1,,"4,800.50",1.81,"9,662.29","12,033.34",,"5,633.34"
2019-05-18,B2,,"3,774.76",18.33,"24,783.37","24,119.46",,"1,347.22"
2019-05-18,B3,0,,33.6,"3,436.16",,"6,741.67",0
2019-05-18,B4,0,,0.5,"2,922.54",,"1,430.56",0
2019-05-18,B5,269.63,,32.05,"1,778.12",,769.45,0
2019-05-18,B6,0,,0.3,"2,645.46",,"5,061.12",172.22
2019-05-19,B1,,"4,823.95",0.68,"10,013.58","10,200.01",,"5,661.12"
2019-05-19,B2,,"3,968.18",18.76,"24,245.95","26,491.69",,"1,847.22"
2019-05-19,B3,0,,33.1,"3,873.94",,"5,791.67",0
2019-05-19,B4,0,,0.4,"4,236.40",,"1,261.11",0
2019-05-19,B5,501.15,,32.32,"1,819.01",,669.44,0
2019-05-19,B6,0,,0.35,"3,202.95",,"4,925.00",100.0
2019-05-20,B1,,"4,850.33",4.92,"11,714.26","10,561.12",,"5,608.34"
2019-05-20,B2,,"4,527.95",17.66,"26,420.98","27,138.91",,"1,852.78"
2019-05-20,B3,0,,33.7,"4,448.93",,"6,363.89",0
2019-05-20,B4,0,,0.7,"6,105.12",,"3,930.56",0
2019-05-20,B5,348.75,,21.35,"1,864.59",,755.56,0
2019-05-20,B6,0,,0.4,"3,543.94",,"10,347.23",113.89
2019-05-21,B1,,"4,920.66",1.66,"11,365.21","10,725.01",,"5,572.23"
2019-05-21,B2,,"4,571.91",19.85,"28,737.29","23,694.46",,"1,480.56"
2019-05-21,B3,0,,45.6,"4,422.17",,"6,925.01",0
2019-05-21,B4,0,,18.9,"6,809.27",,"4,411.11",0
2019-05-21,B5,301.86,,13.88,"1,810.78",,822.22,0
2019-05-21,B6,0,,6.0,"3,456.78",,"9,041.67",100.0
2019-05-22,B1,,"4,325.73",4.74,"11,272.93","7,322.23",,"5,616.67"
2019-05-22,B2,,"9,779.78",19.06,"28,207.37","26,377.80",,"1,527.78"
2019-05-22,B3,0,,45.4,"4,361.54",,"5,252.78",0
2019-05-22,B4,0,,16.7,"7,016.43",,"2,897.22",0
2019-05-22,B5,"1,137.12",,13.03,"1,787.11",,519.44,0
2019-05-22,B6,"1,600.17",,6.5,"3,509.84",,"8,433.34",75.0
2019-05-23,B1,,"3,428.93",7.3,"10,351.05","5,463.89",,"5,711.12"
2019-05-23,B2,,"11,848.86",14.91,"27,920.67","26,000.02",,325
2019-05-23,B3,0,,45.2,"4,309.48",,"4,230.56",0
2019-05-23,B4,0,,19.6,"4,816.34",,"1,677.78",0
2019-05-23,B5,"1,037.47",,13.05,"1,912.81",,477.78,0
2019-05-23,B6,"2,587.82",,4.7,"3,505.04",,"8,975.01",36.11
2019-05-24,B1,,"4,387.27",9.81,"10,098.83","5,969.45",,"5,702.78"
2019-05-24,B2,,"9,703.58",17.02,"28,395.48","27,772.24",,533.33
2019-05-24,B3,0,,42.7,"3,515.44",,"4,141.67",0
2019-05-24,B4,0,,14.3,"3,914.08",,"2,058.33",0
2019-05-24,B5,"1,403.81",,12.53,"1,965.19",,480.56,0
2019-05-24,B6,"1,635.34",,8.0,"2,724.70",,"7,813.90",0.0
2019-05-25,B1,,"5,533.18",6.52,"9,953.50","7,205.56",,"5,552.78"
2019-05-25,B2,,"4,996.86",15.27,"25,285.27","21,891.68",,727.78
2019-05-25,B3,0,,34.1,"3,496.76",,"4,622.23",0
2019-05-25,B4,0,,1,"2,920.43",,"1,352.78",0
2019-05-25,B5,949.55,,15.79,"1,920.50",,680.56,0
2019-05-25,B6,158.26,,0.2,"2,620.82",,"4,919.45",44.44
2019-05-26,B1,,"4,639.32",6.52,"11,207.26","6,563.89",,"5,411.12"
2019-05-26,B2,,"9,105.72",16.98,"24,271.18","25,188.91",,"1,033.33"
2019-05-26,B3,0,,33.7,"4,399.18",,"4,288.89",0
2019-05-26,B4,0,,0.4,"4,386.93",,666.67,0
2019-05-26,B5,"1,119.53",,14.55,"1,855.12",,550,0
2019-05-26,B6,345.82,,0.1,"3,655.60",,"5,005.56",97.22
2019-05-27,B1,,"8,548.88",3.23,"11,439.38","5,247.23",,"5,619.45"
2019-05-27,B2,,"12,021.78",28.3,"28,034.99","25,780.58",,519.44
2019-05-27,B3,"2,060.29",,46.8,"4,420.05",,"4,205.56",0
2019-05-27,B4,0,,12.9,"5,814.96",,"1,566.67",0
2019-05-27,B5,"1,421.39",,23.95,"1,787.94",,544.44,0
2019-05-27,B6,"3,191.54",,7.7,"3,599.69",,"9,572.23",33.33
2019-05-28,B1,,"9,322.59",7.78,"11,136.95","4,633.34",,"5,622.23"
2019-05-28,B2,,"12,300.19",20.78,"27,807.60","25,011.13",,194.44
2019-05-28,B3,"4,129.37",,48,"4,560.15",,"3,233.34",0
2019-05-28,B4,0,,10.9,"5,460.69",,"1,247.22",0
2019-05-28,B5,"1,647.06",,26.85,"1,747.01",,469.44,0
2019-05-28,B6,"3,657.53",,5.6,"3,665.43",,"8,819.45",22.22
2019-05-29,B1,,"7,060.08",5.6,"11,271.80","3,713.89",,"5,686.12"
2019-05-29,B2,,"16,101.32",16.77,"28,009.17","24,161.13",,772.22
2019-05-29,B3,"3,985.77",,49.2,"4,588.37",,"2,191.67",0
2019-05-29,B4,"3,979.91",,15.7,"5,707.03",,847.22,0
2019-05-29,B5,"2,089.60",,20.79,"1,722.00",,344.44,0
2019-05-29,B6,"4,891.36",,5.9,"3,508.45",,"6,197.23",11.11
2019-05-30,B1,,"7,578.82",4.64,"10,853.08","3,722.23",,"5,894.45"
2019-05-30,B2,,"15,459.50",16.23,"28,136.12","25,855.58",,758.33
2019-05-30,B3,"4,138.16",,44,"4,752.78",,"1,811.11",0
2019-05-30,B4,"9,052.97",,12.6,"6,004.88",,769.45,0
2019-05-30,B5,"1,893.24",,13.02,"1,727.59",,450,0
2019-05-30,B6,"3,343.94",,5.2,"3,443.42",,"4,616.67",0.0
2019-05-31,B1,,"9,105.72",3.33,"9,438.24","4,275.00",,"5,888.89"
2019-05-31,B2,,"12,584.47",13.26,"27,864.96","26,905.58",,988.89
2019-05-31,B3,"4,445.89",,40.8,"3,953.94",,"1,958.33",0
2019-05-31,B4,"8,519.58",,9.4,"3,933.72",,"1,319.45",0
2019-05-31,B5,"1,682.23",,12.76,"1,749.56",,377.78,0
2019-05-31,B6,"3,100.69",,4.1,"2,808.62",,"4,397.23",0.0
2019-06-01,B1,,"9,814.95",5.54,"9,258.30","3,144.45",,"5,925.00"
2019-06-01,B2,,"11,611.48",15.8,"20,788.99","21,236.13",,894.45
2019-06-01,B3,"3,783.55",,33.9,"2,994.83",,"1,786.11",0
2019-06-01,B4,"3,012.77",,0.4,"2,572.32",,463.89,0
2019-06-01,B5,"2,192.17",,12.09,"1,782.00",,230.56,0
2019-06-01,B6,"1,427.26",,0.3,"2,800.64",,"3,872.23",0.0
2019-06-02,B1,,"10,096.30",5.76,"11,070.04","2,866.67",,"5,872.23"
2019-06-02,B2,,"10,650.20",15.96,"20,781.92","19,336.13",,644.44
2019-06-02,B3,"3,279.47",,30.1,"4,492.44",,819.45,0
2019-06-02,B4,"5,742.73",,0.2,"4,216.15",,233.33,0
2019-06-02,B5,"2,098.39",,15.69,"1,694.28",,363.89,0
2019-06-02,B6,"1,773.08",,3.2,"3,522.23",,"3,433.34",0.0
2019-06-03,B1,,"6,535.48",5.97,"11,365.79","4,711.11",,"5,886.12"
2019-06-03,B2,,"14,577.36",21.16,"26,386.26","23,205.57",,736.11
2019-06-03,B3,"4,155.75",,45.1,"4,613.72",,"1,975.00",0
2019-06-03,B4,"8,472.68",,11.3,"5,230.72",,780.56,0
2019-06-03,B5,"1,913.75",,16.52,"1,715.51",,475,0
2019-06-03,B6,"4,003.35",,6.0,"3,500.55",,"4,280.56",0.0
2019-06-04,B1,,"7,276.95",3.59,"11,440.26","4,602.78",,"5,869.45"
2019-06-04,B2,,"14,926.11",27.66,"27,305.11","25,738.91",,475
2019-06-04,B3,"4,530.88",,44.1,"4,595.84",,"2,200.00",0
2019-06-04,B4,"6,544.28",,14.1,"5,231.39",,"1,305.56",0
2019-06-04,B5,"1,855.14",,13.72,"1,660.19",,508.33,0
2019-06-04,B6,"2,930.71",,4.8,"3,402.62",,"6,533.34",0.0
2019-06-05,B1,,"7,385.39",8.0,"11,580.30","3,850.00",,"5,866.67"
2019-06-05,B2,,"14,102.58",37.3,"27,251.02","22,841.68",,72.22
2019-06-05,B3,"4,340.38",,46.4,"4,583.05",,"2,847.22",0
2019-06-05,B4,"6,098.81",,12.7,"5,330.94",,"1,791.67",0
2019-06-05,B5,"1,491.73",,14.54,"1,777.72",,450,0
2019-06-05,B6,"2,584.89",,4.6,"3,358.97",,"7,005.56",0.0
2019-06-06,B1,,"5,081.85",4.19,"11,361.59","4,908.34",,"5,780.56"
2019-06-06,B2,,"10,286.79",17.83,"27,665.88","26,763.91",,"1,022.22"
2019-06-06,B3,"4,179.19",,42.8,"4,658.75",,"3,055.56",0
2019-06-06,B4,"2,297.68",,12.8,"6,044.65",,"2,238.89",0
2019-06-06,B5,"1,471.22",,16.16,"1,773.86",,477.78,0
2019-06-06,B6,"1,840.49",,11.5,"3,489.81",,"7,097.23",0.0
2019-06-07,B1,,"4,677.41",3.52,"10,061.09","7,480.56",,"5,555.56"
2019-06-07,B2,,"6,221.90",16.1,"27,578.36","23,908.35",,66.67
2019-06-07,B3,"3,789.41",,42.2,"3,148.15",,"5,016.67",0
2019-06-07,B4,"3,494.88",,10.2,"4,387.67",,"4,002.78",0
2019-06-07,B5,301.86,,14.74,"1,844.21",,772.22,0
2019-06-07,B6,"2,839.86",,6.0,"2,779.03",,"8,583.34",38.89
2019-06-08,B1,,"4,803.43",4.17,"9,801.49","6,000.00",,"5,400.00"
2019-06-08,B2,,"5,656.27",14.37,"24,466.47","25,252.80",,"1,755.56"
2019-06-08,B3,"2,174.59",,33.9,"3,823.86",,"2,958.34",0
2019-06-08,B4,"3,494.88",,0.4,"2,831.82",,975,0
2019-06-08,B5,852.84,,13.74,"1,798.65",,544.44,0
2019-06-08,B6,76.2,,0.2,"2,740.12",,"5,838.89",83.33
2019-06-09,B1,,"5,087.71",4.82,"11,375.42","5,000.00",,"5,413.89"
2019-06-09,B2,,"7,783.97",18.58,"23,731.61","24,516.69",,66.67
2019-06-09,B3,"3,121.21",,34.2,"4,651.96",,"2,947.22",0
2019-06-09,B4,"3,494.88",,0.3,"4,210.72",,588.89,0
2019-06-09,B5,"1,248.48",,15.66,"1,703.38",,391.67,0
2019-06-09,B6,413.23,,0.1,"3,473.86",,"5,266.67",33.33
2019-06-10,B1,,"9,363.62",5.63,"11,626.80","3,738.89",,"5,583.34"
2019-06-10,B2,,"10,925.69",26.37,"27,442.35","25,558.35",,636.11
2019-06-10,B3,"3,880.26",,47,"4,671.51",,"3,769.45",0
2019-06-10,B4,"4,692.07",,12.7,"5,768.27",,"2,236.11",0
2019-06-10,B5,"1,298.30",,13.82,"1,699.29",,469.44,0
2019-06-10,B6,"2,271.30",,5.5,"3,419.89",,"7,916.67",0.0
2019-06-11,B1,,"7,142.14",6.08,"11,363.27","3,227.78",,"5,647.23"
2019-06-11,B2,,"13,369.90",19.23,"27,393.30","23,769.46",,747.22
2019-06-11,B3,"3,689.76",,44.9,"4,741.79",,"3,705.56",0
2019-06-11,B4,"5,336.82",,20.1,"5,667.34",,"2,163.89",0
2019-06-11,B5,"1,570.86",,19.18,"1,657.33",,550,0
2019-06-11,B6,"2,001.68",,5.8,"3,409.75",,"6,005.56",0.0
2019-06-12,B1,,"7,487.97",4.49,"11,479.86","2,300.00",,"5,608.34"
2019-06-12,B2,,"16,274.24",30.72,"27,618.98","23,977.80",,722.22
2019-06-12,B3,"3,452.38",,46.8,"4,851.20",,"2,305.56",0
2019-06-12,B4,"7,133.35",,22.8,"6,432.11",,44.44,0
2019-06-12,B5,"2,054.43",,11.18,"1,631.11",,380.56,0
2019-06-12,B6,"3,100.69",,4.6,"3,491.07",,"4,894.45",0.0
2019-06-13,B1,,"5,263.56",7.11,"10,835.49","2,063.89",,"5,411.12"
2019-06-13,B2,,"16,737.29",27.3,"27,460.21","24,152.80",,122.22
2019-06-13,B3,"6,799.25",,44.6,"5,121.99",,"2,575.00",0
2019-06-13,B4,"7,974.46",,16.9,"5,102.35",,0,0
2019-06-13,B5,"1,966.51",,12.63,"1,759.44",,483.33,0
2019-06-13,B6,"3,508.06",,4.3,"3,326.30",,"4,138.89",0.0
2019-06-14,B1,,"4,920.66",3.59,"10,174.27","4,069.45",,"5,425.00"
2019-06-14,B2,,"11,479.59",26.87,"27,862.36","27,777.80",,586.11
2019-06-14,B3,"10,553.49",,41.5,"4,680.11",,"5,202.78",0
2019-06-14,B4,"2,672.81",,15.1,"4,681.66",,0,0
2019-06-14,B5,"1,515.18",,11.6,"1,664.01",,375,0
2019-06-14,B6,"2,271.30",,3.6,"2,662.27",,"6,144.45",0.0
2019-06-15,B1,,"8,912.29",5.93,"9,968.27","3,208.34",,"5,372.23"
2019-06-15,B2,,"10,228.18",14.97,"24,757.43","24,858.35",,597.22
2019-06-15,B3,"14,158.26",,34.5,"3,398.97",,"9,077.79",0
2019-06-15,B4,"2,875.03",,1.4,"3,382.60",,0,0
2019-06-15,B5,"1,544.48",,12.07,"1,678.93",,388.89,0
2019-06-15,B6,849.91,,0.2,"2,689.30",,"4,311.11",0.0
2019-06-16,B1,,"8,487.34",5.93,"11,111.86","2,855.56",,"5,391.67"
2019-06-16,B2,,"11,523.55",15.02,"24,124.05","19,613.90",,555.56
2019-06-16,B3,"11,324.27",,28.1,"4,953.27",,"8,069.45",0
2019-06-16,B4,"4,492.78",,0.6,"5,141.04",,0,0
2019-06-16,B5,"1,749.63",,12.13,"1,676.12",,272.22,0
2019-06-16,B6,"1,090.22",,4.1,"3,544.86",,"4,322.23",0.0
2019-06-17,B1,,"4,791.71",8.27,"10,989.04","2,119.45",,"5,655.56"
2019-06-17,B2,,"15,556.21",39.55,"27,975.85","15,713.90",,11.11
2019-06-17,B3,"12,311.92",,46.1,"4,742.65",,"7,844.45",0
2019-06-17,B4,"7,045.43",,13.3,"5,948.96",,0,0
2019-06-17,B5,"1,808.25",,13.86,"1,663.53",,397.22,0
2019-06-17,B6,"3,522.71",,7.9,"3,440.36",,"4,919.45",0.0
2019-06-18,B1,,"5,134.61",7.49,"11,168.78","10,683.34",,"5,727.78"
2019-06-18,B2,,"14,846.98",54.2,"27,799.46","15,652.79",,11.11
2019-06-18,B3,"11,470.80",,41.7,"5,095.75",,"6,591.67",0
2019-06-18,B4,"5,404.23",,14.8,"6,024.28",,0,0
2019-06-18,B5,"1,846.35",,15.87,"1,844.51",,444.44,0
2019-06-18,B6,"3,068.45",,4.7,"3,358.14",,"5,250.00",0.0
2019-06-19,B1,,"5,486.29",1.92,"11,238.61","1,430.56",,"5,705.56"
2019-06-19,B2,,"7,537.79",48.1,"28,037.18","14,830.57",,47.22
2019-06-19,B3,"13,580.91",,43.4,"5,184.48",,"11,780.56",0
2019-06-19,B4,"4,063.43",,13.1,"8,558.25",,0,0
2019-06-19,B5,"1,119.53",,13.08,"1,824.77",,661.11,0
2019-06-19,B6,864.56,,4.2,"3,386.20",,"7,613.89",0.0
2019-06-20,B1,,"5,193.22",4.27,"11,089.43",286.11,,"5,675.00"
2019-06-20,B2,,"6,154.49",45.42,"27,883.82","14,563.90",,177.78
2019-06-20,B3,"12,546.37",,42.2,"5,295.16",,"13,672.23",0
2019-06-20,B4,"4,063.43",,13.7,"4,425.83",,0,0
2019-06-20,B5,527.53,,15.64,"1,948.30",,705.56,0
2019-06-20,B6,471.84,,4.6,"3,439.58",,"7,930.56",2.78
2019-06-21,B1,,"5,363.20",6.34,"9,913.10",241.67,,"5,638.89"
2019-06-21,B2,,"6,649.78",42.04,"27,600.88","12,850.01",,41.67
2019-06-21,B3,"13,117.86",,43.7,"4,472.01",,"13,952.79",0
2019-06-21,B4,"4,063.43",,10,"4,362.98",,0,0
2019-06-21,B5,"1,233.83",,15.05,"1,769.18",,672.22,0
2019-06-21,B6,422.02,,3.7,"2,667.97",,"8,538.90",36.11
2019-06-22,B1,,"7,593.47",3.42,"9,728.02",213.89,,"5,669.45"
2019-06-22,B2,,"9,331.38",46.05,"23,433.78","12,927.79",,319.44
2019-06-22,B3,"13,006.49",,37.5,"4,474.46",,"12,530.57",0
2019-06-22,B4,"2,722.63",,0.5,"3,293.18",,0,0
2019-06-22,B5,"1,940.13",,10.68,"1,926.49",,308.33,0
2019-06-22,B6,439.61,,0.2,"2,630.32",,"4,733.34",41.67
2019-06-23,B1,,"5,304.59",0.5,"11,324.70",316.67,,"5,780.56"
2019-06-23,B2,,"8,786.27",42.96,"23,473.84","12,444.45",,"1,161.11"
2019-06-23,B3,"13,229.23",,39.7,"5,263.31",,"11,522.23",0
2019-06-23,B4,"1,389.16",,0.4,"4,864.69",,0,0
2019-06-23,B5,"1,348.13",,10.43,"1,845.09",,413.89,0
2019-06-23,B6,457.19,,0.3,"3,372.74",,"4,705.56",0.0
2019-06-24,B1,,"5,366.13",2.43,"11,268.15",136.11,,"5,747.23"
2019-06-24,B2,,"9,844.26",42.61,"26,971.70","15,758.35",,116.67
2019-06-24,B3,"13,920.88",,41.8,"5,143.80",,"12,430.57",0
2019-06-24,B4,"2,731.42",,10.1,"5,716.35",,0,0
